,EEG1_#peaks,EEG1_ft_peak1,EEG1_ft_peak2,EEG1_ft_peak3,EEG1_ft_peak4,EEG1_ft_peak_val1,EEG1_ft_peak_val2,EEG1_ft_peak_val3,EEG1_ft_peak_val4,EEG1_gap,EEG1_gap_diff,EEG1_max,EEG1_max_diff,EEG1_mean,EEG1_mean_diff,EEG1_min,EEG1_min_diff,EEG2_#peaks,EEG2_ft_peak1,EEG2_ft_peak2,EEG2_ft_peak3,EEG2_ft_peak4,EEG2_ft_peak_val1,EEG2_ft_peak_val2,EEG2_ft_peak_val3,EEG2_ft_peak_val4,EEG2_gap,EEG2_gap_diff,EEG2_max,EEG2_max_diff,EEG2_mean,EEG2_mean_diff,EEG2_min,EEG2_min_diff,EEG3_#peaks,EEG3_ft_peak1,EEG3_ft_peak2,EEG3_ft_peak3,EEG3_ft_peak4,EEG3_ft_peak_val1,EEG3_ft_peak_val2,EEG3_ft_peak_val3,EEG3_ft_peak_val4,EEG3_gap,EEG3_gap_diff,EEG3_max,EEG3_max_diff,EEG3_mean,EEG3_mean_diff,EEG3_min,EEG3_min_diff,EEG4_#peaks,EEG4_ft_peak1,EEG4_ft_peak2,EEG4_ft_peak3,EEG4_ft_peak4,EEG4_ft_peak_val1,EEG4_ft_peak_val2,EEG4_ft_peak_val3,EEG4_ft_peak_val4,EEG4_gap,EEG4_gap_diff,EEG4_max,EEG4_max_diff,EEG4_mean,EEG4_mean_diff,EEG4_min,EEG4_min_diff,EEG5_#peaks,EEG5_ft_peak1,EEG5_ft_peak2,EEG5_ft_peak3,EEG5_ft_peak4,EEG5_ft_peak_val1,EEG5_ft_peak_val2,EEG5_ft_peak_val3,EEG5_ft_peak_val4,EEG5_gap,EEG5_gap_diff,EEG5_max,EEG5_max_diff,EEG5_mean,EEG5_mean_diff,EEG5_min,EEG5_min_diff,Y
0,2,21.333333333333332,53.33333333333333,0,0,5.145590250838943,0.16613505411211577,0,0,15.435504763640406,3.856998854514014,5.594250831488654,2.011870943228307,-0.17295078394437857,0.06851413834143809,-9.841253932151753,-1.845127911285707,1,21.333333333333332,0,0,0,4.651447095843726,0,0,0,19.642102791564618,3.0991619127305117,10.811659887878314,1.910169833408716,-0.1439294255771787,0.21623261836618693,-8.830442903686302,-1.1889920793217956,2,21.333333333333332,53.33333333333333,0,0,3.9943400359962142,0.20460973437254582,0,0,13.065873364158097,2.8661954653962587,5.296583171775378,1.590967857228935,0.03312888843658663,0.07572467355203744,-7.769290192382719,-1.2752276081673237,1,21.333333333333332,0,0,0,3.915513193994101,0,0,0,15.614992183392527,2.4698729050912847,7.995820355138445,1.3297764167973138,-0.32448931704709405,0.15991899548018282,-7.619171828254082,-1.1400964882939708,1,10.666666666666666,0,0,0,3.8590877717326117,0,0,0,14.228794573530482,2.2121645285119973,7.57171926861192,1.4147456793597817,0.07847350609623038,0.15143301649823682,-6.657075304918563,-0.7974188491522156,2.0
0,1,10.666666666666666,0.0,0,0,4.473994218389432,0.0,0,0,11.712555162212213,2.572118530575609,8.961785285147897,1.519838075131334,1.2534126568690582,-0.05420775456343474,-2.750769877064316,-1.0522804554442748,1,10.666666666666666,0,0,0,4.204199201760285,0,0,0,14.532163294620917,2.2462842176415254,7.763269433087611,1.0633412769502026,1.4349960279916818,-0.133368469125048,-6.768893861533305,-1.1829429406913228,1,10.666666666666666,0.0,0,0,3.8203246012146352,0.0,0,0,11.634937051928425,2.7162530503815954,8.884466546243345,1.49411207669421,1.1878565644623105,-0.07289749651557687,-2.7504705056850804,-1.2221409736873854,1,10.666666666666666,0,0,0,3.5349972702864516,0,0,0,12.460861675555007,2.290913940437835,7.982749306583737,1.2107384619250774,1.4207325432048274,-0.08443938275425766,-4.47811236897127,-1.0801754785127575,1,10.666666666666666,0,0,0,3.6047425723704394,0,0,0,12.24350706738988,2.3048387905291765,8.093915524714047,1.2673143674109237,1.3294669575404547,-0.09720765610076203,-4.149591542675832,-1.0375244231182528,0.0
0,2,21.333333333333332,74.66666666666666,0,0,5.139851728266932,0.05798389137597435,0,0,13.579257186188578,3.595935605479421,6.714232803254407,1.6858271905715463,-0.18586971240689834,0.03780751563734168,-6.86502438293417,-1.9101084149078746,1,21.333333333333332,0,0,0,5.448328929801009,0,0,0,20.2148303560761,4.114451062787836,11.625323515940803,1.8197630527727862,0.33577032942648555,0.23832294349003724,-8.589506840135297,-2.2946880100150495,1,21.333333333333332,0.0,0,0,3.5893361123511216,0.0,0,0,9.140268358894645,2.5435907213683397,5.230901897268301,1.176299080925399,-0.043768530196901,0.0549549260498661,-3.909366461626343,-1.3672916404429407,1,10.666666666666666,0,0,0,5.255932160498268,0,0,0,18.036591283598952,3.5221640011079662,10.400016859230103,1.6471818175119068,-0.13271735053569847,0.1749212743745225,-7.636574424368847,-1.8749821835960594,1,21.333333333333332,0,0,0,4.090701932804108,0,0,0,14.258144632358533,2.8686416585329777,7.972393774657578,1.2924169924625906,0.14719205588442086,0.1457769624110784,-6.285750857700954,-1.5762246660703871,2.0
0,1,21.333333333333332,0.0,0,0,3.3091408658552517,0.0,0,0,12.767490121812541,2.4767910175073777,6.360636454564676,1.2123315774860073,-0.10700156822036075,0.08803336161999846,-6.406853667247865,-1.2644594400213705,1,10.666666666666666,0,0,0,3.741397697157568,0,0,0,11.335077951055919,2.0114020886471176,6.132707459558935,0.964627395040953,-0.35297649725809577,0.0019159488921398583,-5.202370491496984,-1.0467746936061644,1,21.333333333333332,0.0,0,0,4.036090766065295,0.0,0,0,13.4092232968347,2.544817636431243,6.209288630674584,1.2406902171041096,-0.30482925801853616,0.07702834077997217,-7.199934666160116,-1.3041274193271333,1,10.666666666666666,0,0,0,4.159850534674315,0,0,0,13.10579788576985,2.150668923687488,7.286320245678734,1.0672142565466785,-0.29077757542348265,0.05362313617323402,-5.819477640091115,-1.0834546671408094,2,10.666666666666666,64.0,0,0,4.147407227289367,0.07244975607272959,0,0,13.27544900613302,2.169374143140084,6.86044732947713,0.9645702186288698,-0.36350902934767687,0.05161151692382779,-6.415001676655889,-1.2048039245112143,0.0
0,0,0.0,0.0,0,0,0.0,0.0,0,0,15.579982649441561,3.5890275049352214,5.850142532517751,2.25651197752285,-2.646925472494983,-0.06941712704639741,-9.72984011692381,-1.3325155274123714,1,42.666666666666664,0,0,0,0.2771918693163071,0,0,0,12.373386018897992,2.6016771450627987,2.688703874994421,1.420886929443597,-2.051430492780182,-0.04708327709252904,-9.684682143903572,-1.1807902156192016,0,0.0,0.0,0,0,0.0,0.0,0,0,11.216128678947005,2.1237473368481834,4.371864296107505,1.4947117117184878,-2.475224622934018,-0.06035318558633491,-6.8442643828395,-0.6290356251296956,0,0.0,0,0,0,0.0,0,0,0,7.834512968751214,1.8678995772377276,0.9812490008839057,1.2982641100792096,-1.9772290982767755,0.002704016923489756,-6.853263967867308,-0.569635467158518,1,21.333333333333332,0,0,0,3.3959815176130674,0,0,0,10.692908430728377,2.6057903868098244,2.041100673916826,1.492553758253576,-2.1653910059150596,-0.012674051540305724,-8.65180775681155,-1.1132366285562485,1.0
0,1,10.666666666666666,0.0,0,0,5.481945732200473,0.0,0,0,16.95091953717502,2.5595792556304477,7.455448627958566,1.3133407991300068,1.4019216280651983,0.1627861093030444,-9.495470909216456,-1.246238456500441,1,10.666666666666666,0,0,0,5.947300749572364,0,0,0,13.166925525190344,1.4723960864756447,5.936394338130097,0.7499893127810406,0.9402435633543801,0.11866678743097214,-7.230531187060246,-0.722406773694604,1,10.666666666666666,0.0,0,0,7.054834656568753,0.0,0,0,15.892678685758813,2.1657512786057462,9.482264893146255,0.7548393641644346,1.1442649069953927,0.05801129530918356,-6.410413792612559,-1.4109119144413116,1,10.666666666666666,0,0,0,8.258733669439282,0,0,0,18.527985832666694,3.066434123960722,12.06534930328125,1.1326202652811932,0.6317365386363059,-0.019260233801150953,-6.4626365293854455,-1.9338138586795286,1,10.666666666666666,0,0,0,7.7101065318298705,0,0,0,16.428254582761685,2.289106828525994,9.53354882794753,0.8653314198618891,0.5275789440822541,0.0566473998638231,-6.894705754814155,-1.4237754086641048,0.0
0,2,21.333333333333332,53.33333333333333,0,0,6.211603681452545,0.5425652055972228,0,0,17.198773121202255,2.777610634853788,8.286093861288979,1.4554456352893732,-1.2131973200959105,0.18447679632704372,-8.912679259913276,-1.3221649995644147,2,10.666666666666666,53.33333333333333,0,0,5.055790030931395,0.39166413031098124,0,0,12.070008954496789,1.5712428003744545,6.820568613034077,1.0290872924421692,-0.7497592121198576,0.13382070990604106,-5.249440341462711,-0.5421555079322853,1,10.666666666666666,0.0,0,0,6.584387692267009,0.0,0,0,18.14275537140972,2.7296063511922615,11.074991791384688,1.6452299394522134,-0.4946517387306006,0.21824262927563262,-7.067763580025034,-1.084376411740048,1,10.666666666666666,0,0,0,8.651635231889186,0,0,0,24.158874384743918,3.3771208783231863,13.050239487378597,2.0165811589686156,-0.17044127120034047,0.22737750611286486,-11.10863489736532,-1.3605397193545707,2,10.666666666666666,53.33333333333333,0,0,7.554789879507225,0.44330632545802623,0,0,19.015076099343176,2.498372097788819,9.159143226967169,1.432059472197563,-0.5930460396635213,0.1400247576803935,-9.855932872376009,-1.066312625591256,0.0
0,1,10.666666666666666,0.0,0,0,4.988399277099974,0.0,0,0,11.694950780468307,2.0901327960049145,7.146436319967738,1.1218313728315399,-0.39492655134886745,-0.10679769384614142,-4.548514460500568,-0.9683014231733746,1,10.666666666666666,0,0,0,4.899094766482788,0,0,0,13.016122317610133,2.322418643161815,5.716355080028627,1.0081621981884705,-0.9431569269994148,0.008296569036843948,-7.299767237581506,-1.3142564449733443,2,10.666666666666666,42.666666666666664,0,0,3.7986039562028546,0.3730262037696199,0,0,10.65504825538848,1.5912119313068651,5.721496606556935,0.5216269909536406,-1.4594625060912898,-0.06625822437591156,-4.933551648831546,-1.0695849403532245,0,0.0,0,0,0,0.0,0,0,0,10.704371244798814,1.990261768470213,5.094241715029211,0.7892569891785164,-1.9291994301075035,-0.04091032132061731,-5.610129529769604,-1.2010047792916967,1,10.666666666666666,0,0,0,4.560611853340647,0,0,0,12.64180607868261,2.551974697611871,5.351891990714858,1.3410251419352912,-1.4881392394662094,0.024351833709113688,-7.289914087967753,-1.2109495556765797,0.0
0,1,10.666666666666666,0.0,0,0,4.374957663716907,0.0,0,0,12.688681989584595,2.895377306695859,7.588249048159931,1.384617364742473,-0.42933681534154455,0.04299814746140573,-5.100432941424664,-1.5107599419533857,1,10.666666666666666,0,0,0,3.8039302340945853,0,0,0,11.923524055118747,1.6149659534829213,6.055961275537923,0.8546877735196978,-0.20310190694641178,-0.12104599772269728,-5.867562779580824,-0.7602781799632234,2,10.666666666666666,32.0,0,0,5.212277132638466,0.8789544338302421,0,0,11.217416331922163,1.4614534603556404,5.848106348041505,0.5447276062497046,-0.13762771837809087,-0.07748379797435286,-5.369309983880657,-0.9167258541059358,1,10.666666666666666,0,0,0,5.581778923346196,0,0,0,11.763832550831367,1.203721992439824,5.403248567136806,0.6160038514413868,0.11381939301827056,-0.12654649928604442,-6.360583983694561,-0.5877181409984371,1,10.666666666666666,0,0,0,4.454606227617584,0,0,0,14.484507845219547,1.9431688643587104,8.335540614758434,0.9424073699129312,0.288766376049963,-0.11789378672611157,-6.148967230461112,-1.0007614944457792,0.0
0,1,21.333333333333332,0.0,0,0,2.0151209149738247,0.0,0,0,7.866419223434766,1.4767378821574995,4.134548583436488,0.7244737616693846,0.8366425865565605,-0.14172885500748397,-3.7318706399982786,-0.752264120488115,1,21.333333333333332,0,0,0,2.2336847175732464,0,0,0,8.499397745703076,1.79071911300589,6.151008528598213,0.9191600241049005,1.2771664968002503,-0.06027313512220355,-2.3483892171048626,-0.8715590889009894,1,10.666666666666666,0.0,0,0,3.6841713781073357,0.0,0,0,8.582639795125498,0.9982567967689855,4.828903269929784,0.3806084696524965,1.051627912017822,-0.053382531859368074,-3.7537365251957144,-0.617648327116489,1,10.666666666666666,0,0,0,3.9833555851722693,0,0,0,8.533442249709722,1.2084732389151374,5.81538687251503,0.39459768182163146,1.234326919789429,-0.011779566699742476,-2.718055377194691,-0.8138755570935059,1,10.666666666666666,0,0,0,2.944202494411231,0,0,0,9.403967750711832,2.180722768945781,7.335613286714316,1.1183114903664526,1.1257514252698904,-0.062330358617581655,-2.0683544639975153,-1.0624112785793285,0.0
